Source,Target,Type
"family:Tetradonematidae","order:Unknown","MEMBER_OF"
"family:Tetradonematidae","modality:Chemoreception","HAS_SENSE"
"family:Tetradonematidae","modality:Mechanoreception","HAS_SENSE"
"family:Scorpaenidae","order:Unknown","MEMBER_OF"
"family:Scorpaenidae","modality:Photoreception","HAS_SENSE"
"family:Scorpaenidae","modality:Mechanoreception","HAS_SENSE"
"family:Scorpaenidae","modality:Chemoreception","HAS_SENSE"
"family:Myrmeleontidae","order:Neuroptera","MEMBER_OF"
"family:Myrmeleontidae","modality:Photoreception","HAS_SENSE"
"family:Myrmeleontidae","modality:Mechanoreception","HAS_SENSE"
"family:Archaeobalanidae","order:Balanomorpha","MEMBER_OF"
"family:Echinasteridae","order:Spinulosida","MEMBER_OF"
"family:Echinasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Echinasteridae","modality:Chemoreception","HAS_SENSE"
"family:Echinasteridae","modality:Photoreception","HAS_SENSE"
"family:Neomphalidae","order:Neomphalina","MEMBER_OF"
"family:Neomphalidae","modality:Chemoreception","HAS_SENSE"
"family:Neomphalidae","modality:Mechanoreception","HAS_SENSE"
"family:Brisingidae","order:Not Available","MEMBER_OF"
"family:Brisingidae","modality:Chemoreception","HAS_SENSE"
"family:Brisingidae","modality:Mechanoreception","HAS_SENSE"
"family:Apodidae","order:Apodiformes","MEMBER_OF"
"family:Apodidae","modality:Photoreception","HAS_SENSE"
"family:Apodidae","modality:Mechanoreception","HAS_SENSE"
"family:Aeolothripidae","order:Thysanoptera","MEMBER_OF"
"family:Aeolothripidae","modality:Photoreception","HAS_SENSE"
"family:Aeolothripidae","modality:Chemoreception","HAS_SENSE"
"family:Aeolothripidae","modality:Mechanoreception","HAS_SENSE"
"family:Schendylidae","order:Geophilomorpha","MEMBER_OF"
"family:Schendylidae","modality:Mechanoreception","HAS_SENSE"
"family:Schendylidae","modality:Chemoreception","HAS_SENSE"
"family:Schendylidae","modality:hygroreception","HAS_SENSE"
"family:Collothecidae","order:Collothecaceae","MEMBER_OF"
"family:Hemiscylliidae","order:Orectolobiformes","MEMBER_OF"
"family:Hemiscylliidae","modality:Photoreception","HAS_SENSE"
"family:Hemiscylliidae","modality:Chemoreception","HAS_SENSE"
"family:Hemiscylliidae","modality:Mechanoreception","HAS_SENSE"
"family:Hemiscylliidae","modality:Electroreception","HAS_SENSE"
"family:Primnoidae","order:Unknown","MEMBER_OF"
"family:Primnoidae","modality:Mechanoreception","HAS_SENSE"
"family:Primnoidae","modality:Chemoreception","HAS_SENSE"
"family:Scolopacidae","order:Charadriiformes","MEMBER_OF"
"family:Scolopacidae","modality:Photoreception","HAS_SENSE"
"family:Scolopacidae","modality:Mechanoreception","HAS_SENSE"
"family:Alestidae","order:Characiformes","MEMBER_OF"
"family:Alestidae","modality:Photoreception","HAS_SENSE"
"family:Alestidae","modality:Mechanoreception","HAS_SENSE"
"family:Alestidae","modality:Chemoreception","HAS_SENSE"
"family:Lithoglyptidae","order:Lithoglyptida","MEMBER_OF"
"family:Lithoglyptidae","modality:Mechanoreception","HAS_SENSE"
"family:Lithoglyptidae","modality:Chemoreception","HAS_SENSE"
"family:Groenlandibelidae","order:Unknown","MEMBER_OF"
"family:Godzilliidae","order:Nectiopoda","MEMBER_OF"
"family:Godzilliidae","modality:Mechanoreception","HAS_SENSE"
"family:Godzilliidae","modality:Chemoreception","HAS_SENSE"
"family:Siphonorhinidae","order:Siphonophorida","MEMBER_OF"
"family:Siphonorhinidae","modality:Chemoreception","HAS_SENSE"
"family:Siphonorhinidae","modality:Mechanoreception","HAS_SENSE"
"family:Helicinidae","order:Unknown","MEMBER_OF"
"family:Campanulariidae","order:Unknown","MEMBER_OF"
"family:Campanulariidae","modality:Mechanoreception","HAS_SENSE"
"family:Campanulariidae","modality:Chemoreception","HAS_SENSE"
"family:Campanulariidae","modality:Photoreception","HAS_SENSE"
"family:Mantidae","order:Mantodea","MEMBER_OF"
"family:Mantidae","modality:Photoreception","HAS_SENSE"
"family:Mantidae","modality:Mechanoreception","HAS_SENSE"
"family:Mantidae","modality:Chemoreception","HAS_SENSE"
"family:Lacistorhynchidae","order:Trypanorhyncha","MEMBER_OF"
"family:Lacistorhynchidae","modality:Mechanoreception","HAS_SENSE"
"family:Lacistorhynchidae","modality:Chemoreception","HAS_SENSE"
"family:Lacistorhynchidae","modality:Photoreception","HAS_SENSE"
"family:Aphanipathidae","order:Antipatharia","MEMBER_OF"
"family:Aphanipathidae","modality:Chemoreception","HAS_SENSE"
"family:Aphanipathidae","modality:Mechanoreception","HAS_SENSE"
"family:Hexanchidae","order:Unknown","MEMBER_OF"
"family:Hexanchidae","modality:Photoreception","HAS_SENSE"
"family:Hexanchidae","modality:Mechanoreception","HAS_SENSE"
"family:Hexanchidae","modality:Electroreception","HAS_SENSE"
"family:Hexanchidae","modality:Chemoreception","HAS_SENSE"
"family:Monhysteridae","order:Monhysterida","MEMBER_OF"
"family:Monhysteridae","modality:Chemoreception","HAS_SENSE"
"family:Monhysteridae","modality:Mechanoreception","HAS_SENSE"
"family:Monhysteridae","modality:Photoreception","HAS_SENSE"
"family:Spirastrellidae","order:Clionaida","MEMBER_OF"
"family:Spirastrellidae","modality:Chemoreception","HAS_SENSE"
"family:Spirastrellidae","modality:Mechanoreception","HAS_SENSE"
"family:Cercopithecidae","order:Primates","MEMBER_OF"
"family:Cercopithecidae","modality:Photoreception","HAS_SENSE"
"family:Cercopithecidae","modality:Mechanoreception","HAS_SENSE"
"family:Cercopithecidae","modality:Chemoreception","HAS_SENSE"
"family:Eriophyidae","order:Unknown","MEMBER_OF"
"family:Eriophyidae","modality:Chemoreception","HAS_SENSE"
"family:Eriophyidae","modality:Mechanoreception","HAS_SENSE"
"family:Musophagidae","order:Musophagiformes","MEMBER_OF"
"family:Musophagidae","modality:Photoreception","HAS_SENSE"
"family:Musophagidae","modality:Mechanoreception","HAS_SENSE"
"family:Musophagidae","modality:Chemoreception","HAS_SENSE"
"family:Nausithoidae","order:Unknown","MEMBER_OF"
"family:Nausithoidae","modality:Mechanoreception","HAS_SENSE"
"family:Nausithoidae","modality:Chemoreception","HAS_SENSE"
"family:Chaetodermatidae","order:Caudofoveata","MEMBER_OF"
"family:Rhinidae","order:Rhinopristiformes","MEMBER_OF"
"family:Rhinidae","modality:Photoreception","HAS_SENSE"
"family:Rhinidae","modality:Electroreception","HAS_SENSE"
"family:Rhinidae","modality:Mechanoreception","HAS_SENSE"
"family:Rhinidae","modality:Chemoreception","HAS_SENSE"
"family:Ascopariidae","order:Nemertodermatida","MEMBER_OF"
"family:Hemiasteridae","order:Spatangoida","MEMBER_OF"
"family:Hemiasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Hemiasteridae","modality:Chemoreception","HAS_SENSE"
"family:Tetraonchoididae","order:Gyrodactylidea","MEMBER_OF"
"family:Parasitidae","order:Mesostigmata","MEMBER_OF"
"family:Parasitidae","modality:Mechanoreception","HAS_SENSE"
"family:Parasitidae","modality:Chemoreception","HAS_SENSE"
"family:Parasitidae","modality:hygroreception","HAS_SENSE"
"family:Diapleuridae","order:Lychniscosida","MEMBER_OF"
"family:Diapleuridae","modality:Mechanoreception","HAS_SENSE"
"family:Diapleuridae","modality:Chemoreception","HAS_SENSE"
"family:Vampyroteuthidae","order:Vampyromorphida","MEMBER_OF"
"family:Vampyroteuthidae","modality:Photoreception","HAS_SENSE"
"family:Vampyroteuthidae","modality:Mechanoreception","HAS_SENSE"
"family:Vampyroteuthidae","modality:Chemoreception","HAS_SENSE"
"family:Vampyroteuthidae","modality:bioluminescence","HAS_SENSE"
"family:Geotriidae","order:Not specified in context data","MEMBER_OF"
"family:Curculionidae","order:Coleoptera","MEMBER_OF"
"family:Saleniidae","order:Salenioida","MEMBER_OF"
"family:Platycopiidae","order:Copepoda","MEMBER_OF"
"family:Lepadidae","order:Sessilia","MEMBER_OF"
"family:Lepadidae","modality:Mechanoreception","HAS_SENSE"
"family:Lepadidae","modality:Chemoreception","HAS_SENSE"
"family:Dasyatidae","order:Myliobatiformes","MEMBER_OF"
"family:Dasyatidae","modality:Electroreception","HAS_SENSE"
"family:Dasyatidae","modality:Photoreception","HAS_SENSE"
"family:Dasyatidae","modality:Mechanoreception","HAS_SENSE"
"family:Dasyatidae","modality:Chemoreception","HAS_SENSE"
"family:Percopsidae","order:Percopsiformes","MEMBER_OF"
"family:Percopsidae","modality:Photoreception","HAS_SENSE"
"family:Percopsidae","modality:Mechanoreception","HAS_SENSE"
"family:Percopsidae","modality:Chemoreception","HAS_SENSE"
"family:Pleurobrachiidae","order:Cydippida","MEMBER_OF"
"family:Pleurobrachiidae","modality:Mechanoreception","HAS_SENSE"
"family:Pleurobrachiidae","modality:Chemoreception","HAS_SENSE"
"family:Columbidae","order:Columbiformes","MEMBER_OF"
"family:Columbidae","modality:Photoreception","HAS_SENSE"
"family:Columbidae","modality:Mechanoreception","HAS_SENSE"
"family:Columbidae","modality:Chemoreception","HAS_SENSE"
"family:Colobometridae","order:Comatulida","MEMBER_OF"
"family:Colobometridae","modality:Mechanoreception","HAS_SENSE"
"family:Colobometridae","modality:Chemoreception","HAS_SENSE"
"family:Teuthirostriidae","order:Unknown","MEMBER_OF"
"family:Teuthirostriidae","modality:Chemoreception","HAS_SENSE"
"family:Teuthirostriidae","modality:Mechanoreception","HAS_SENSE"
"family:Melamphaidae","order:Beryciformes","MEMBER_OF"
"family:Melamphaidae","modality:Photoreception","HAS_SENSE"
"family:Melamphaidae","modality:Mechanoreception","HAS_SENSE"
"family:Melamphaidae","modality:Chemoreception","HAS_SENSE"
"family:Ancyrocephalidae","order:Monogenea","MEMBER_OF"
"family:Platytroctidae","order:Alepocephaliformes","MEMBER_OF"
"family:Platytroctidae","modality:Photoreception","HAS_SENSE"
"family:Platytroctidae","modality:bioluminescence","HAS_SENSE"
"family:Platytroctidae","modality:Mechanoreception","HAS_SENSE"
"family:Platytroctidae","modality:Chemoreception","HAS_SENSE"
"family:Dentaliidae","order:Dentaliida","MEMBER_OF"
"family:Dentaliidae","modality:Chemoreception","HAS_SENSE"
"family:Dentaliidae","modality:Mechanoreception","HAS_SENSE"
"family:Pedicellasteridae","order:Forcipulatida","MEMBER_OF"
"family:Pedicellasteridae","modality:Chemoreception","HAS_SENSE"
"family:Pedicellasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Myrmecobiidae","order:Peramelemorphia","MEMBER_OF"
"family:Myrmecobiidae","modality:Photoreception","HAS_SENSE"
"family:Myrmecobiidae","modality:Chemoreception","HAS_SENSE"
"family:Myrmecobiidae","modality:Mechanoreception","HAS_SENSE"
"family:Comatulidae","order:Unknown","MEMBER_OF"
"family:Corallimorphidae","order:Corallimorpharia","MEMBER_OF"
"family:Corallimorphidae","modality:Mechanoreception","HAS_SENSE"
"family:Corallimorphidae","modality:Chemoreception","HAS_SENSE"
"family:Eurypauropodidae","order:Tetramerocerata","MEMBER_OF"
"family:Eurypauropodidae","modality:Chemoreception","HAS_SENSE"
"family:Eurypauropodidae","modality:Mechanoreception","HAS_SENSE"
"family:Mawsoniidae","order:Coelacanthiformes","MEMBER_OF"
"family:Mawsoniidae","modality:Photoreception","HAS_SENSE"
"family:Mawsoniidae","modality:Mechanoreception","HAS_SENSE"
"family:Mawsoniidae","modality:Chemoreception","HAS_SENSE"
"family:Isolaimiidae","order:Isolaimida","MEMBER_OF"
"family:Isolaimiidae","modality:Mechanoreception","HAS_SENSE"
"family:Isolaimiidae","modality:Chemoreception","HAS_SENSE"
"family:Isolaimiidae","modality:Photoreception","HAS_SENSE"
"family:Ichneumonidae","order:Hymenoptera","MEMBER_OF"
"family:Ichneumonidae","modality:Photoreception","HAS_SENSE"
"family:Ichneumonidae","modality:Chemoreception","HAS_SENSE"
"family:Ichneumonidae","modality:Mechanoreception","HAS_SENSE"
"family:Erpobdellidae","order:Arhynchobdellida","MEMBER_OF"
"family:Erpobdellidae","modality:Chemoreception","HAS_SENSE"
"family:Erpobdellidae","modality:Mechanoreception","HAS_SENSE"
"family:Diapheromeridae","order:Phasmatodea","MEMBER_OF"
"family:Spathebothriidae","order:Spathebothriidea","MEMBER_OF"
"family:Spathebothriidae","modality:Chemoreception","HAS_SENSE"
"family:Spathebothriidae","modality:Mechanoreception","HAS_SENSE"
"family:Caenolestidae","order:Paucituberculata","MEMBER_OF"
"family:Caenolestidae","modality:Photoreception","HAS_SENSE"
"family:Caenolestidae","modality:Mechanoreception","HAS_SENSE"
"family:Gorgonorhynchidae","order:Heteronemertea","MEMBER_OF"
"family:Gorgonorhynchidae","modality:Chemoreception","HAS_SENSE"
"family:Gorgonorhynchidae","modality:Mechanoreception","HAS_SENSE"
"family:Ischnochitonidae","order:Not Available","MEMBER_OF"
"family:Ischnochitonidae","modality:Chemoreception","HAS_SENSE"
"family:Ischnochitonidae","modality:Mechanoreception","HAS_SENSE"
"family:Aspidogastridae","order:Aspidogastrida","MEMBER_OF"
"family:Aspidogastridae","modality:Chemoreception","HAS_SENSE"
"family:Aspidogastridae","modality:Mechanoreception","HAS_SENSE"
"family:Halisarcidae","order:Chondrillida","MEMBER_OF"
"family:Halisarcidae","modality:Mechanoreception","HAS_SENSE"
"family:Halisarcidae","modality:Chemoreception","HAS_SENSE"
"family:Lissodiadematidae","order:Unknown","MEMBER_OF"
"family:Protochitonidae","order:Unknown","MEMBER_OF"
"family:Ophiomyxidae","order:Ophiacanthida","MEMBER_OF"
"family:Thorectidae","order:Dictyoceratida","MEMBER_OF"
"family:Thorectidae","modality:Mechanoreception","HAS_SENSE"
"family:Thorectidae","modality:Chemoreception","HAS_SENSE"
"family:Acanthochitonidae","order:Polyplacophora","MEMBER_OF"
"family:Acanthochitonidae","modality:Chemoreception","HAS_SENSE"
"family:Acanthochitonidae","modality:Mechanoreception","HAS_SENSE"
"family:Vespertilionidae","modality:echolocation","HAS_SENSE"
"family:Vespertilionidae","modality:Photoreception","HAS_SENSE"
"family:Vespertilionidae","modality:Mechanoreception","HAS_SENSE"
"family:Anthroleucosomatidae","order:Chordeumatida","MEMBER_OF"
"family:Anthroleucosomatidae","modality:Chemoreception","HAS_SENSE"
"family:Anthroleucosomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Axonolaimidae","order:Araeolaimida","MEMBER_OF"
"family:Axonolaimidae","modality:Chemoreception","HAS_SENSE"
"family:Axonolaimidae","modality:Mechanoreception","HAS_SENSE"
"family:Axonolaimidae","modality:Photoreception","HAS_SENSE"
"family:Stichopodidae","order:Synallactida","MEMBER_OF"
"family:Stichopodidae","modality:Mechanoreception","HAS_SENSE"
"family:Stichopodidae","modality:Chemoreception","HAS_SENSE"
"family:Prokoeneniidae","order:Palpigradi","MEMBER_OF"
"family:Prokoeneniidae","modality:Mechanoreception","HAS_SENSE"
"family:Prokoeneniidae","modality:Chemoreception","HAS_SENSE"
"family:Leptoceridae","order:Trichoptera","MEMBER_OF"
"family:Leptoceridae","modality:Photoreception","HAS_SENSE"
"family:Leptoceridae","modality:Mechanoreception","HAS_SENSE"
"family:Leptoceridae","modality:Chemoreception","HAS_SENSE"
"family:Paradoxosomatidae","order:Polydesmida","MEMBER_OF"
"family:Paradoxosomatidae","modality:Chemoreception","HAS_SENSE"
"family:Paradoxosomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Gigantorhynchidae","order:Gigantorhynchida","MEMBER_OF"
"family:Gigantorhynchidae","modality:Mechanoreception","HAS_SENSE"
"family:Gigantorhynchidae","modality:Chemoreception","HAS_SENSE"
"family:Gigantorhynchidae","modality:Photoreception","HAS_SENSE"
"family:Perlodidae","order:Plecoptera","MEMBER_OF"
"family:Perlodidae","modality:Mechanoreception","HAS_SENSE"
"family:Perlodidae","modality:Chemoreception","HAS_SENSE"
"family:Nemouridae","order:Plecoptera","MEMBER_OF"
"family:Nemouridae","modality:Mechanoreception","HAS_SENSE"
"family:Lucernariidae","order:Unknown","MEMBER_OF"
"family:Rhynochetidae","order:Unknown","MEMBER_OF"
"family:Rhynochetidae","modality:Photoreception","HAS_SENSE"
"family:Rhynochetidae","modality:Mechanoreception","HAS_SENSE"
"family:Rhynochetidae","modality:Chemoreception","HAS_SENSE"
"family:Sialidae","order:Megaloptera","MEMBER_OF"
"family:Toxopneustidae","order:Unknown","MEMBER_OF"
"family:Toxopneustidae","modality:Chemoreception","HAS_SENSE"
"family:Toxopneustidae","modality:Mechanoreception","HAS_SENSE"
"family:Arcidae","order:Not specified in context","MEMBER_OF"
"family:Arcidae","modality:Chemoreception","HAS_SENSE"
"family:Arcidae","modality:Mechanoreception","HAS_SENSE"
"family:Sipunculidae","order:Unknown","MEMBER_OF"
"family:Strigidae","modality:Photoreception","HAS_SENSE"
"family:Strigidae","modality:Mechanoreception","HAS_SENSE"
"family:Moniliformidae","order:Moniliformida","MEMBER_OF"
"family:Moniliformidae","modality:Chemoreception","HAS_SENSE"
"family:Moniliformidae","modality:Mechanoreception","HAS_SENSE"
"family:Moniliformidae","modality:Photoreception","HAS_SENSE"
"family:Monorhaphididae","order:Unknown","MEMBER_OF"
"family:Monorhaphididae","modality:Mechanoreception","HAS_SENSE"
"family:Monorhaphididae","modality:Chemoreception","HAS_SENSE"
"family:Thaumatocyprididae","order:Halocyprida","MEMBER_OF"
"family:Dugongidae","order:Sirenia","MEMBER_OF"
"family:Dugongidae","modality:Photoreception","HAS_SENSE"
"family:Dugongidae","modality:Mechanoreception","HAS_SENSE"
"family:Clupeidae","order:Clupeiformes","MEMBER_OF"
"family:Clupeidae","modality:Photoreception","HAS_SENSE"
"family:Clupeidae","modality:Mechanoreception","HAS_SENSE"
"family:Clupeidae","modality:Chemoreception","HAS_SENSE"
"family:Amphilemuridae","order:Eulipotyphla","MEMBER_OF"
"family:Nuculanidae","order:Nuculanida","MEMBER_OF"
"family:Nuculanidae","modality:Mechanoreception","HAS_SENSE"
"family:Nuculanidae","modality:Chemoreception","HAS_SENSE"
"family:Scutigeridae","order:Not specified in context","MEMBER_OF"
"family:Scutigeridae","modality:Photoreception","HAS_SENSE"
"family:Scutigeridae","modality:Mechanoreception","HAS_SENSE"
"family:Scutigeridae","modality:Chemoreception","HAS_SENSE"
"family:Congridae","order:Anguilliformes","MEMBER_OF"
"family:Congridae","modality:Photoreception","HAS_SENSE"
"family:Congridae","modality:Mechanoreception","HAS_SENSE"
"family:Congridae","modality:Chemoreception","HAS_SENSE"
"family:Phlaeothripidae","order:Thysanoptera","MEMBER_OF"
"family:Phlaeothripidae","modality:Mechanoreception","HAS_SENSE"
"family:Phlaeothripidae","modality:Chemoreception","HAS_SENSE"
"family:Cathetocephalidae","order:Tetraphyllidea","MEMBER_OF"
"family:Cathetocephalidae","modality:Chemoreception","HAS_SENSE"
"family:Cathetocephalidae","modality:Mechanoreception","HAS_SENSE"
"family:Trichinellidae","order:Unknown","MEMBER_OF"
"family:Trichinellidae","modality:Chemoreception","HAS_SENSE"
"family:Trichinellidae","modality:Mechanoreception","HAS_SENSE"
"family:Trichinellidae","modality:Photoreception","HAS_SENSE"
"family:Chrysopidae","order:Neuroptera","MEMBER_OF"
"family:Chrysopidae","modality:Photoreception","HAS_SENSE"
"family:Chrysopidae","modality:Mechanoreception","HAS_SENSE"
